Datetime,Open,High,Low,Close,Volume
2026-01-20 09:02:00-05:00,610.32,610.53,610.31,610.39,14988.0
2026-01-20 09:03:00-05:00,610.33,610.39,610.12,610.27,9634.0
2026-01-20 09:04:00-05:00,610.25,610.27,610.1009,610.1009,5186.0
2026-01-20 09:05:00-05:00,610.16,610.32,610.11,610.29,7509.0
2026-01-20 09:06:00-05:00,610.31,610.32,610.12,610.17,3216.0
2026-01-20 09:07:00-05:00,610.21,610.3,610.15,610.3,3350.0
2026-01-20 09:08:00-05:00,610.35,610.44,610.34,610.39,6173.0
2026-01-20 09:09:00-05:00,610.39,610.42,610.27,610.33,5222.0
2026-01-20 09:10:00-05:00,610.33,610.34,610.21,610.21,10138.0
2026-01-20 09:11:00-05:00,610.21,610.36,610.14,610.1728,12909.0
2026-01-20 09:12:00-05:00,610.19,610.28,610.13,610.19,6959.0
2026-01-20 09:13:00-05:00,610.19,610.25,610.09,610.25,6296.0
2026-01-20 09:14:00-05:00,610.24,610.47,610.08,610.33,36374.0
2026-01-20 09:15:00-05:00,610.35,610.42,610.3,610.42,7002.0
2026-01-20 09:16:00-05:00,610.41,610.45,610.31,610.35,3849.0
2026-01-20 09:17:00-05:00,610.33,610.33,610.06,610.06,17027.0
2026-01-20 09:18:00-05:00,610.07,610.07,609.71,609.71,19227.0
2026-01-20 09:19:00-05:00,609.69,609.77,609.62,609.69,15402.0
2026-01-20 09:20:00-05:00,609.69,609.71,609.56,609.591,19715.0
2026-01-20 09:21:00-05:00,609.64,609.92,609.61,609.9,11014.0
2026-01-20 09:22:00-05:00,609.9,610.001,609.79,609.86,7963.0
2026-01-20 09:23:00-05:00,609.81,609.93,609.78,609.8399,12895.0
2026-01-20 09:24:00-05:00,609.88,610.02,609.7498,609.7498,27315.0
2026-01-20 09:25:00-05:00,609.81,610.02,609.77,609.95,16651.0
2026-01-20 09:26:00-05:00,609.95,609.95,609.54,609.54,18723.0
2026-01-20 09:27:00-05:00,609.55,609.72,609.49,609.64,31823.0
2026-01-20 09:28:00-05:00,609.65,610.29,609.65,610.29,91562.0
2026-01-20 09:29:00-05:00,610.31,610.76,610.08,610.51,79529.0
2026-01-20 09:30:00-05:00,610.53,612.29,610.48,611.73,1246055.0
2026-01-20 09:31:00-05:00,611.73,612.05,610.32,610.96,678143.0
2026-01-20 09:32:00-05:00,610.95,611.42,610.56,610.77,475105.0
2026-01-20 09:33:00-05:00,610.7,612.31,610.65,612.3,484597.0
2026-01-20 09:34:00-05:00,612.29,613.05,612.28,613.05,392157.0
2026-01-20 09:35:00-05:00,613.04,613.3,612.2,612.23,455594.0
2026-01-20 09:36:00-05:00,612.22,612.45,611.35,611.7,433068.0
2026-01-20 09:37:00-05:00,611.71,612.31,611.38,611.57,442602.0
2026-01-20 09:38:00-05:00,611.55,612.78,611.51,612.58,386947.0
2026-01-20 09:39:00-05:00,612.57,612.79,611.93,611.95,561438.0
2026-01-20 09:40:00-05:00,611.98,612.03,610.73,610.77,463284.0
2026-01-20 09:41:00-05:00,610.77,611.66,610.6,611.585,377074.0
2026-01-20 09:42:00-05:00,611.58,612.16,611.44,612.14,288138.0
2026-01-20 09:43:00-05:00,612.11,612.36,611.66,612.01,319590.0
2026-01-20 09:44:00-05:00,612.03,612.89,611.96,612.74,292271.0
2026-01-20 09:45:00-05:00,612.77,612.79,611.9,612.16,432222.0
2026-01-20 09:46:00-05:00,612.21,612.28,611.51,611.82,286671.0
2026-01-20 09:47:00-05:00,611.82,611.94,611.18,611.25,436621.0
2026-01-20 09:48:00-05:00,611.245,612.09,611.22,611.7,299886.0
2026-01-20 09:49:00-05:00,611.72,612.02,611.44,611.905,252189.0
2026-01-20 09:50:00-05:00,611.88,612.95,611.66,612.805,316875.0
2026-01-20 09:51:00-05:00,612.805,613.595,612.67,613.36,376535.0
2026-01-20 09:52:00-05:00,613.37,613.53,612.88,613.31,236122.0
2026-01-20 09:53:00-05:00,613.29,613.35,612.67,612.93,282879.0
2026-01-20 09:54:00-05:00,612.91,613.1,612.585,612.65,337114.0
2026-01-20 09:55:00-05:00,612.64,612.8,612.28,612.7,337842.0
2026-01-20 09:56:00-05:00,612.67,613.03,612.22,612.26,256553.0
2026-01-20 09:57:00-05:00,612.29,612.71,611.89,612.6799,217606.0
2026-01-20 09:58:00-05:00,612.6001,613.51,612.4,612.79,329502.0
2026-01-20 09:59:00-05:00,612.81,613.36,612.46,612.5,235197.0
2026-01-20 10:00:00-05:00,612.48,612.74,611.97,612.03,247635.0
2026-01-20 10:01:00-05:00,612.01,612.38,611.79,612.07,330710.0
2026-01-20 10:02:00-05:00,612.09,612.18,611.49,611.79,227294.0
2026-01-20 10:03:00-05:00,611.77,611.83,611.41,611.65,240539.0
2026-01-20 10:04:00-05:00,611.65,612.07,611.55,611.98,170430.0
2026-01-20 10:05:00-05:00,611.98,612.43,611.76,612.23,400532.0
2026-01-20 10:06:00-05:00,612.23,612.54,611.77,612.39,269077.0
2026-01-20 10:07:00-05:00,612.4,612.5,611.61,611.82,388568.0
2026-01-20 10:08:00-05:00,611.84,611.9,611.11,611.25,325552.0
2026-01-20 10:09:00-05:00,611.22,611.49,611.02,611.29,219496.0
2026-01-20 10:10:00-05:00,611.29,611.59,611.17,611.46,201226.0
2026-01-20 10:11:00-05:00,611.47,611.66,611.17,611.28,270916.0
2026-01-20 10:12:00-05:00,611.28,611.96,611.195,611.5499,216819.0
2026-01-20 10:13:00-05:00,611.56,611.83,611.45,611.7,173083.0
2026-01-20 10:14:00-05:00,611.68,611.8847,611.44,611.595,235900.0
2026-01-20 10:15:00-05:00,611.58,611.82,611.22,611.47,232781.0
2026-01-20 10:16:00-05:00,611.47,611.57,611.23,611.3899,227246.0
2026-01-20 10:17:00-05:00,611.37,611.77,611.13,611.66,200136.0
2026-01-20 10:18:00-05:00,611.68,612.02,611.01,611.05,326370.0
2026-01-20 10:19:00-05:00,611.06,611.24,610.92,610.98,228870.0
2026-01-20 10:20:00-05:00,610.97,611.25,610.88,611.1925,246482.0
2026-01-20 10:21:00-05:00,611.1999,612.72,611.04,612.71,514027.0
2026-01-20 10:22:00-05:00,612.72,613.09,612.52,613.09,513504.0
2026-01-20 10:23:00-05:00,613.1,613.17,612.81,613.04,299004.0
2026-01-20 10:24:00-05:00,613.0401,613.16,612.43,612.54,393192.0
2026-01-20 10:25:00-05:00,612.52,613.34,612.48,613.295,286016.0
2026-01-20 10:26:00-05:00,613.305,613.47,612.98,613.14,301037.0
2026-01-20 10:27:00-05:00,613.17,613.3801,612.95,613.15,298267.0
2026-01-20 10:28:00-05:00,613.14,613.45,612.98,613.34,218935.0
2026-01-20 10:29:00-05:00,613.35,613.48,613.22,613.436,207018.0
2026-01-20 10:30:00-05:00,613.43,613.51,613.12,613.4,235788.0
2026-01-20 10:31:00-05:00,613.4,613.68,613.28,613.418,264639.0
2026-01-20 10:32:00-05:00,613.4,614.02,613.36,613.9899,272904.0
2026-01-20 10:33:00-05:00,613.98,614.02,613.7,613.71,173607.0
2026-01-20 10:34:00-05:00,613.71,614.18,613.71,614.0,220952.0
2026-01-20 10:35:00-05:00,614.01,614.2,613.56,613.725,321462.0
2026-01-20 10:36:00-05:00,613.72,614.08,613.64,614.06,170838.0
2026-01-20 10:37:00-05:00,614.06,614.17,613.38,613.5899,242554.0
2026-01-20 10:38:00-05:00,613.5937,614.06,613.44,614.0,133205.0
2026-01-20 10:39:00-05:00,613.99,614.09,613.81,613.8487,138319.0
2026-01-20 10:40:00-05:00,613.85,614.27,613.72,614.1,136764.0
2026-01-20 10:41:00-05:00,614.09,614.47,613.92,614.4,146994.0
